"wd_id","status","variable","value_old","value_new"
"Q7984539","MODvalue","name_en","West Branch Penobscot River","West Branch Penobscot"
"Q1099574","MODvalue","name_de","Clearwater River","Clearwater"
"Q1099574","MODvalue","name_en","Clearwater River","Clearwater"
"Q1099574","MODvalue","name_nl","Clearwater River","Clearwater"
"Q1099574","MODvalue","name_sv","Clearwater River","Clearwater"
"Q7984539","MODvalue","name_de","West Branch Penobscot River","West Branch Penobscot"
"Q7984539","MODvalue","name_en","West Branch Penobscot River","West Branch Penobscot"
"Q334812","MODvalue","name_en","Bitterroot River","Bitterroot"
"Q3311500","MODvalue","name_en","Michigamme River","Michigamme"
"Q1138229","MODvalue","name_de","Cowlitz River","Cowlitz"
"Q1138229","MODvalue","name_en","Cowlitz River","Cowlitz"
"Q1138229","MODvalue","name_fr","Cowlitz River","Cowlitz"
"Q1138229","MODvalue","name_nl","Cowlitz River","Cowlitz"
"Q1033473","MODvalue","name_de","Cannonball River","Cannonball"
"Q1033473","MODvalue","name_en","Cannonball River","Cannonball"
"Q1033473","MODvalue","name_nl","Cannonball River","Cannonball"
"Q1033473","MODvalue","name_sv","Cannonball River","Cannonball"
"Q1033473","MODvalue","name_de","Cannonball River","Cannonball"
"Q1033473","MODvalue","name_en","Cannonball River","Cannonball"
"Q1033473","MODvalue","name_nl","Cannonball River","Cannonball"
"Q1033473","MODvalue","name_sv","Cannonball River","Cannonball"
"Q25238192","MODvalue","name_en","Middle Fork Clearwater River","Middle Fork Clearwater"
"Q6665167","MODvalue","name_en","Lochsa River","Lochsa"
"Q1099574","MODvalue","name_de","Clearwater River","Clearwater"
"Q1099574","MODvalue","name_en","Clearwater River","Clearwater"
"Q1099574","MODvalue","name_nl","Clearwater River","Clearwater"
"Q1099574","MODvalue","name_sv","Clearwater River","Clearwater"
"Q4849121","MODvalue","name_en","Baker Branch Saint John River","Baker Branch Saint John"
"Q675651","MODvalue","name_de","Otter Tail River","Otter Tail"
"Q675651","MODvalue","name_en","Otter Tail River","Otter Tail"
"Q675651","MODvalue","name_nl","Otter Tail River","Otter Tail"
"Q1861254","MODvalue","name_de","Yakima River","Yakima"
"Q1861254","MODvalue","name_en","Yakima River","Yakima"
"Q1861254","MODvalue","name_nl","Yakima River","Yakima"
"Q1955484","MODvalue","name_de","Musselshell River","Musselshell"
"Q1955484","MODvalue","name_en","Musselshell River","Musselshell"
"Q1955484","MODvalue","name_nl","Musselshell River","Musselshell"
"Q1800895","MODvalue","name_de","Allagash River","Allagash"
"Q1800895","MODvalue","name_en","Allagash River","Allagash"
"Q1800895","MODvalue","name_fr","Allagash River","Allagash"
"Q1800895","MODvalue","name_nl","Allagash River","Allagash"
"Q247160","MODvalue","name_de","Aroostook River","Aroostook"
"Q247160","MODvalue","name_en","Aroostook River","Aroostook"
"Q247160","MODvalue","name_nl","Aroostook River","Aroostook"
"Q2278535","MODvalue","name_de","Sheyenne River","Sheyenne"
"Q2278535","MODvalue","name_en","Sheyenne River","Sheyenne"
"Q2278535","MODvalue","name_fr","Sheyenne River","Sheyenne"
"Q2278535","MODvalue","name_nl","Sheyenne River","Sheyenne"
"Q259157","MODvalue","name_de","Chehalis River","Chehalis"
"Q259157","MODvalue","name_en","Chehalis River","Chehalis"
"Q259157","MODvalue","name_nl","Chehalis River","Chehalis"
"Q675651","MODvalue","name_de","Otter Tail River","Otter Tail"
"Q675651","MODvalue","name_en","Otter Tail River","Otter Tail"
"Q675651","MODvalue","name_nl","Otter Tail River","Otter Tail"
"Q1800895","MODvalue","name_de","Allagash River","Allagash"
"Q1800895","MODvalue","name_en","Allagash River","Allagash"
"Q1800895","MODvalue","name_fr","Allagash River","Allagash"
"Q1800895","MODvalue","name_nl","Allagash River","Allagash"
"Q1592419","MODvalue","name_de","Heart River","Heart"
"Q1592419","MODvalue","name_en","Heart River","Heart"
"Q1592419","MODvalue","name_fr","Heart River","Heart"
"Q1592419","MODvalue","name_nl","Heart River","Heart"
"Q1592419","MODvalue","name_sv","Heart River","Heart"
"Q2467701","MODvalue","name_en","Palouse River","Palouse"
"Q2467701","MODvalue","name_nl","Palouse River","Palouse"
"Q1592419","MODvalue","name_de","Heart River","Heart"
"Q1592419","MODvalue","name_en","Heart River","Heart"
"Q1592419","MODvalue","name_fr","Heart River","Heart"
"Q1592419","MODvalue","name_nl","Heart River","Heart"
"Q1592419","MODvalue","name_sv","Heart River","Heart"
"Q6114866","MODvalue","name_en","Blackfoot River","Blackfoot"
"Q2467701","MODvalue","name_en","Palouse River","Palouse"
"Q2467701","MODvalue","name_nl","Palouse River","Palouse"
"Q2467701","MODvalue","name_en","Palouse River","Palouse"
"Q2467701","MODvalue","name_nl","Palouse River","Palouse"
"Q3567786","MODvalue","name_en","White River","White"
"Q3567786","MODvalue","name_fr","White River","White"
"Q2196805","MODvalue","name_en","Saint Joe River","Saint Joe"
"Q2196805","MODvalue","name_nl","Saint Joe River","Saint Joe"
"Q8563405","MODvalue","name_en","Fish River","Fish"
"Q3411110","MODvalue","name_en","Puyallup River","Puyallup"
"Q3411110","MODvalue","name_nl","Puyallup River","Puyallup"
"Q1390482","MODvalue","name_de","Quinault River","Quinault"
"Q1390482","MODvalue","name_en","Quinault River","Quinault"
"Q1390482","MODvalue","name_nl","Quinault River","Quinault"
"Q334544","MODvalue","name_en","South Fork Flathead River","South Fork Flathead"
"Q3503758","MODvalue","name_de","Sun River","Sun"
"Q3503758","MODvalue","name_en","Sun River","Sun"
"Q3503758","MODvalue","name_fr","Sun River","Sun"
"Q3503758","MODvalue","name_nl","Sun River","Sun"
"Q2295983","MODvalue","name_de","Snoqualmie River","Snoqualmie"
"Q2295983","MODvalue","name_en","Snoqualmie River","Snoqualmie"
"Q1275618","MODvalue","name_de","Spokane River","Spokane"
"Q1275618","MODvalue","name_en","Spokane River","Spokane"
"Q1275618","MODvalue","name_nl","Spokane River","Spokane"
"Q2328855","MODvalue","name_en","Nazas River","Nazas"
"Q2328855","MODvalue","name_en","Nazas River","Nazas"
"Q3458794","MODvalue","name_en","Sinaloa River","Sinaloa"
"Q5267445","MODvalue","name_en","Devils River","Devils"
"Q1969490","MODvalue","name_de","Trinity River","Trinity"
"Q1969490","MODvalue","name_en","Trinity River","Trinity"
"Q1969490","MODvalue","name_nl","Trinity River","Trinity"
"Q1969490","MODvalue","name_pl","Trinity River","Trinity"
"Q8665483","MODvalue","name_en","Black River","Black"
"Q8665483","MODvalue","name_fr","Black River","Black"
"Q2343949","MODvalue","name_en","Santa Cruz River","Santa Cruz"
"Q2451378","MODvalue","name_en","San Pedro River","San Pedro"
"Q2451378","MODvalue","name_hu","San Pedro River","San Pedro"
"Q2451378","MODvalue","name_nl","San Pedro River","San Pedro"
"Q4762748","MODvalue","name_en","Angelina River","Angelina"
"Q2041614","MODvalue","name_de","Ouachita River","Ouachita"
"Q2041614","MODvalue","name_en","Ouachita River","Ouachita"
"Q2041614","MODvalue","name_nl","Ouachita River","Ouachita"
"Q2041614","MODvalue","name_pl","Ouachita River","Ouachita"
"Q3486452","MODvalue","name_de","Skykomish River","Skykomish"
"Q3486452","MODvalue","name_en","Skykomish River","Skykomish"
"Q2619028","MODvalue","name_de","Snohomish River","Snohomish"
"Q2619028","MODvalue","name_en","Snohomish River","Snohomish"
"Q2619028","MODvalue","name_nl","Snohomish River","Snohomish"
"Q595366","MODvalue","name_de","Marias River","Marias"
"Q595366","MODvalue","name_en","Marias River","Marias"
"Q595366","MODvalue","name_nl","Marias River","Marias"
"Q595366","MODvalue","name_sv","Marias River","Marias"
"Q334781","MODvalue","name_en","Middle Fork Flathead River","Middle Fork Flathead"
"Q217739","MODvalue","name_de","Milk River","Milk"
"Q217739","MODvalue","name_en","Milk River","Milk"
"Q217739","MODvalue","name_nl","Milk River","Milk"
"Q217739","MODvalue","name_pl","Milk River","Milk"
"Q487925","MODvalue","name_de","Souris River","Souris"
"Q487925","MODvalue","name_en","Souris River","Souris"
"Q487925","MODvalue","name_nl","Souris River","Souris"
"Q487925","MODvalue","name_sv","Souris River","Souris"
"Q7229424","MODvalue","name_en","Poplar River","Poplar"
"Q7229424","MODvalue","name_fr","Poplar River","Poplar"
"Q271058","MODvalue","name_de","Okanogan River","Okanogan"
"Q271058","MODvalue","name_en","Okanogan River","Okanogan"
"Q271058","MODvalue","name_nl","Okanogan River","Okanogan"
"Q7242886","MODvalue","name_en","Priest River","Priest"
"Q334544","MODvalue","name_en","South Fork Flathead River","South Fork Flathead"
"Q217739","MODvalue","name_de","Milk River","Milk"
"Q217739","MODvalue","name_en","Milk River","Milk"
"Q217739","MODvalue","name_nl","Milk River","Milk"
"Q217739","MODvalue","name_pl","Milk River","Milk"
"Q595366","MODvalue","name_de","Marias River","Marias"
"Q595366","MODvalue","name_en","Marias River","Marias"
"Q595366","MODvalue","name_nl","Marias River","Marias"
"Q595366","MODvalue","name_sv","Marias River","Marias"
"Q305408","MODvalue","name_de","Skagit River","Skagit"
"Q305408","MODvalue","name_en","Skagit River","Skagit"
"Q305408","MODvalue","name_nl","Skagit River","Skagit"
"Q7859083","MODvalue","name_en","Two Medicine River","Two Medicine"
"Q217739","MODvalue","name_de","Milk River","Milk"
"Q217739","MODvalue","name_en","Milk River","Milk"
"Q217739","MODvalue","name_nl","Milk River","Milk"
"Q217739","MODvalue","name_pl","Milk River","Milk"
"Q177469","MODvalue","name_de","Frenchman River","Frenchman"
"Q177469","MODvalue","name_en","Frenchman River","Frenchman"
"Q177469","MODvalue","name_nl","Frenchman River","Frenchman"
"Q177469","MODvalue","name_sv","Frenchman River","Frenchman"
"Q217739","MODvalue","name_de","Milk River","Milk"
"Q217739","MODvalue","name_en","Milk River","Milk"
"Q217739","MODvalue","name_nl","Milk River","Milk"
"Q217739","MODvalue","name_pl","Milk River","Milk"
"Q270484","MODvalue","name_de","Kettle River","Kettle"
"Q270484","MODvalue","name_en","Kettle River","Kettle"
"Q270484","MODvalue","name_nl","Kettle River","Kettle"
"Q217739","MODvalue","name_de","Milk River","Milk"
"Q217739","MODvalue","name_en","Milk River","Milk"
"Q217739","MODvalue","name_nl","Milk River","Milk"
"Q217739","MODvalue","name_pl","Milk River","Milk"
"Q7229424","MODvalue","name_en","Poplar River","Poplar"
"Q7229424","MODvalue","name_fr","Poplar River","Poplar"
"Q217739","MODvalue","name_de","Milk River","Milk"
"Q217739","MODvalue","name_en","Milk River","Milk"
"Q217739","MODvalue","name_nl","Milk River","Milk"
"Q217739","MODvalue","name_pl","Milk River","Milk"
"Q270484","MODvalue","name_de","Kettle River","Kettle"
"Q270484","MODvalue","name_en","Kettle River","Kettle"
"Q270484","MODvalue","name_nl","Kettle River","Kettle"
"Q2068478","MODvalue","name_de","Pembina River","Pembina"
"Q2068478","MODvalue","name_en","Pembina River","Pembina"
"Q3442448","MODvalue","name_de","Roseau River","Roseau"
"Q3442448","MODvalue","name_en","Roseau River","Roseau"
"Q3442448","MODvalue","name_nl","Roseau River","Roseau"
"Q7590512","MODvalue","name_en","St. Mary River","St. Mary"
"Q304833","MODvalue","name_de","Similkameen River","Similkameen"
"Q304833","MODvalue","name_en","Similkameen River","Similkameen"
"Q304833","MODvalue","name_sv","Similkameen River","Similkameen"
"Q271058","MODvalue","name_de","Okanogan River","Okanogan"
"Q271058","MODvalue","name_en","Okanogan River","Okanogan"
"Q271058","MODvalue","name_nl","Okanogan River","Okanogan"
"Q644607","MODvalue","name_de","Unuk River","Unuk"
"Q644607","MODvalue","name_en","Unuk River","Unuk"
"Q644607","MODvalue","name_nl","Unuk River","Unuk"
"Q4453762","MODvalue","name_en","Taylor River","Taylor"
"Q177627","MODvalue","name_de","Smoky Hill River","Smoky Hill"
"Q177627","MODvalue","name_en","Smoky Hill River","Smoky Hill"
"Q2126786","MODvalue","name_de","White River","White"
"Q2126786","MODvalue","name_en","White River","White"
"Q2126786","MODvalue","name_fr","White River","White"
"Q2126786","MODvalue","name_nl","White River","White"
"Q2126786","MODvalue","name_pl","White River","White"
"Q466699","MODvalue","name_de","American River","American"
"Q466699","MODvalue","name_en","American River","American"
"Q466699","MODvalue","name_fr","American River","American"
"Q466699","MODvalue","name_nl","American River","American"
"Q1334957","MODvalue","name_de","Embarras River","Embarras"
"Q1334957","MODvalue","name_en","Embarras River","Embarras"
"Q7055372","MODvalue","name_en","North Fork American River","North Fork American"
"Q3263961","MODvalue","name_en","Loup River","Loup"
"Q1672169","MODvalue","name_de","Iowa River","Iowa"
"Q1672169","MODvalue","name_en","Iowa River","Iowa"
"Q1672169","MODvalue","name_nl","Iowa River","Iowa"
"Q4369036","MODvalue","name_en","Pawcatuck River","Pawcatuck"
"Q1440192","MODvalue","name_de","Fox River","Fox"
"Q1440192","MODvalue","name_en","Fox River","Fox"
"Q8637","MODvalue","name_de","Des Plaines River","Des Plaines"
"Q8637","MODvalue","name_en","Des Plaines River","Des Plaines"
"Q8637","MODvalue","name_nl","Des Plaines River","Des Plaines"
"Q2126786","MODvalue","name_de","White River","White"
"Q2126786","MODvalue","name_en","White River","White"
"Q2126786","MODvalue","name_fr","White River","White"
"Q2126786","MODvalue","name_nl","White River","White"
"Q2126786","MODvalue","name_pl","White River","White"
"Q1681774","MODvalue","name_de","Turkey River","Turkey"
"Q1681774","MODvalue","name_en","Turkey River","Turkey"
"Q1164631","MODvalue","name_de","Hoh River","Hoh"
"Q1164631","MODvalue","name_en","Hoh River","Hoh"
"Q1164631","MODvalue","name_fr","Hoh River","Hoh"
"Q1164631","MODvalue","name_nl","Hoh River","Hoh"
"Q7304452","MODvalue","name_de","Red Lake River","Red Lake"
"Q7304452","MODvalue","name_en","Red Lake River","Red Lake"
"Q546105","MODvalue","name_de","Aniakchak River","Aniakchak"
"Q546105","MODvalue","name_en","Aniakchak River","Aniakchak"
"Q788438","MODvalue","name_en","Ugashik River","Ugashik"
"Q788438","MODvalue","name_nl","Ugashik River","Ugashik"
"Q3049132","MODvalue","name_de","Egegik River","Egegik"
"Q3049132","MODvalue","name_en","Egegik River","Egegik"
"Q3197034","MODvalue","name_en","King Salmon River","King Salmon"
"Q2389724","MODvalue","name_de","Taku River","Taku"
"Q2389724","MODvalue","name_en","Taku River","Taku"
"Q2389724","MODvalue","name_nl","Taku River","Taku"
"Q2389724","MODvalue","name_sv","Taku River","Taku"
"Q3062302","MODvalue","name_de","Naknek River","Naknek"
"Q3062302","MODvalue","name_en","Naknek River","Naknek"
"Q2005508","MODvalue","name_de","Nushagak River","Nushagak"
"Q2005508","MODvalue","name_en","Nushagak River","Nushagak"
"Q2005508","MODvalue","name_nl","Nushagak River","Nushagak"
"Q641592","MODvalue","name_de","Alagnak River","Alagnak"
"Q641592","MODvalue","name_en","Alagnak River","Alagnak"
"Q641592","MODvalue","name_nl","Alagnak River","Alagnak"
"Q1642304","MODvalue","name_de","Nonvianuk River","Nonvianuk"
"Q641592","MODvalue","name_de","Alagnak River","Alagnak"
"Q641592","MODvalue","name_en","Alagnak River","Alagnak"
"Q641592","MODvalue","name_nl","Alagnak River","Alagnak"
"Q1131889","MODvalue","name_de","Togiak River","Togiak"
"Q1131889","MODvalue","name_en","Togiak River","Togiak"
"Q271001","MODvalue","name_de","Chilkat River","Chilkat"
"Q271001","MODvalue","name_en","Chilkat River","Chilkat"
"Q271001","MODvalue","name_nl","Chilkat River","Chilkat"
"Q271001","MODvalue","name_sv","Chilkat River","Chilkat"
"Q3198421","MODvalue","name_en","Kokwok River","Kokwok"
"Q2005508","MODvalue","name_de","Nushagak River","Nushagak"
"Q2005508","MODvalue","name_en","Nushagak River","Nushagak"
"Q2005508","MODvalue","name_nl","Nushagak River","Nushagak"
"Q2005508","MODvalue","name_de","Nushagak River","Nushagak"
"Q2005508","MODvalue","name_en","Nushagak River","Nushagak"
"Q2005508","MODvalue","name_nl","Nushagak River","Nushagak"
"Q1293534","MODvalue","name_de","Mulchatna River","Mulchatna"
"Q1293534","MODvalue","name_en","Mulchatna River","Mulchatna"
"Q1293534","MODvalue","name_nl","Mulchatna River","Mulchatna"
"Q3192622","MODvalue","name_de","Kanektok River","Kanektok"
"Q3192622","MODvalue","name_en","Kanektok River","Kanektok"
"Q3339115","MODvalue","name_en","Newhalen River","Newhalen"
"Q3339115","MODvalue","name_nl","Newhalen River","Newhalen"
"Q2005786","MODvalue","name_de","Nuyakuk River","Nuyakuk"
"Q2005786","MODvalue","name_en","Nuyakuk River","Nuyakuk"
"Q2005786","MODvalue","name_nl","Nuyakuk River","Nuyakuk"
"Q2005508","MODvalue","name_de","Nushagak River","Nushagak"
"Q2005508","MODvalue","name_en","Nushagak River","Nushagak"
"Q2005508","MODvalue","name_nl","Nushagak River","Nushagak"
"Q1794942","MODvalue","name_de","Kwethluk River","Kwethluk"
"Q1072928","MODvalue","name_de","Chilikadrotna River","Chilikadrotna"
"Q1072928","MODvalue","name_en","Chilikadrotna River","Chilikadrotna"
"Q1072928","MODvalue","name_nl","Chilikadrotna River","Chilikadrotna"
"Q1293534","MODvalue","name_de","Mulchatna River","Mulchatna"
"Q1293534","MODvalue","name_en","Mulchatna River","Mulchatna"
"Q1293534","MODvalue","name_nl","Mulchatna River","Mulchatna"
"Q1624702","MODvalue","name_de","Holitna River","Holitna"
"Q1624702","MODvalue","name_en","Holitna River","Holitna"
"Q1624702","MODvalue","name_nl","Holitna River","Holitna"
"Q1074901","MODvalue","name_de","Chitina River","Chitina"
"Q1074901","MODvalue","name_en","Chitina River","Chitina"
"Q1074901","MODvalue","name_nl","Chitina River","Chitina"
"Q2947733","MODvalue","name_de","Chakachatna River","Chakachatna"
"Q2947733","MODvalue","name_en","Chakachatna River","Chakachatna"
"Q2947733","MODvalue","name_nl","Chakachatna River","Chakachatna"
"Q45910906","MODvalue","name_de","Hoholitna River","Hoholitna"
"Q45910906","MODvalue","name_en","Hoholitna River","Hoholitna"
"Q1370855","MODvalue","name_de","Stony River","Stony"
"Q1370855","MODvalue","name_en","Stony River","Stony"
"Q546088","MODvalue","name_de","Aniak River","Aniak"
"Q546088","MODvalue","name_en","Aniak River","Aniak"
"Q546088","MODvalue","name_nl","Aniak River","Aniak"
"Q1074901","MODvalue","name_de","Chitina River","Chitina"
"Q1074901","MODvalue","name_en","Chitina River","Chitina"
"Q1074901","MODvalue","name_nl","Chitina River","Chitina"
"Q47336656","MODvalue","name_de","Beluga River","Beluga"
"Q47336656","MODvalue","name_en","Beluga River","Beluga"
"Q3486413","MODvalue","name_de","Skwentna River","Skwentna"
"Q3486413","MODvalue","name_en","Skwentna River","Skwentna"
"Q667197","MODvalue","name_de","Swift River","Swift"
"Q667197","MODvalue","name_en","Swift River","Swift"
"Q667197","MODvalue","name_nl","Swift River","Swift"
"Q1468104","MODvalue","name_de","Matanuska River","Matanuska"
"Q1468104","MODvalue","name_en","Matanuska River","Matanuska"
"Q1468104","MODvalue","name_nl","Matanuska River","Matanuska"
"Q1624702","MODvalue","name_de","Holitna River","Holitna"
"Q1624702","MODvalue","name_en","Holitna River","Holitna"
"Q1624702","MODvalue","name_nl","Holitna River","Holitna"
"Q2600106","MODvalue","name_de","Yentna River","Yentna"
"Q2600106","MODvalue","name_en","Yentna River","Yentna"
"Q2600106","MODvalue","name_nl","Yentna River","Yentna"
"Q1529669","MODvalue","name_de","White River","White"
"Q1529669","MODvalue","name_en","White River","White"
"Q1529669","MODvalue","name_fr","White River","White"
"Q1529669","MODvalue","name_it","White River","White"
"Q1529669","MODvalue","name_nl","White River","White"
"Q1529669","MODvalue","name_pl","White River","White"
"Q1321272","MODvalue","name_de","Klutina River","Klutina"
"Q1321272","MODvalue","name_en","Klutina River","Klutina"
"Q1321272","MODvalue","name_nl","Klutina River","Klutina"
"Q859175","MODvalue","name_de","Big River","Big"
"Q859175","MODvalue","name_en","Big River","Big"
"Q2397984","MODvalue","name_de","Tazlina River","Tazlina"
"Q2397984","MODvalue","name_en","Tazlina River","Tazlina"
"Q305100","MODvalue","name_de","Andreafsky River","Andreafsky"
"Q305100","MODvalue","name_en","Andreafsky River","Andreafsky"
"Q305100","MODvalue","name_nl","Andreafsky River","Andreafsky"
"Q305100","MODvalue","name_de","Andreafsky River","Andreafsky"
"Q305100","MODvalue","name_en","Andreafsky River","Andreafsky"
"Q305100","MODvalue","name_nl","Andreafsky River","Andreafsky"
"Q1656844","MODvalue","name_de","Iditarod River","Iditarod"
"Q1656844","MODvalue","name_en","Iditarod River","Iditarod"
"Q1656844","MODvalue","name_nl","Iditarod River","Iditarod"
"Q753980","MODvalue","name_de","Atchuelinguk River","Atchuelinguk"
"Q753980","MODvalue","name_en","Atchuelinguk River","Atchuelinguk"
"Q753980","MODvalue","name_nl","Atchuelinguk River","Atchuelinguk"
"Q1664161","MODvalue","name_de","Innoko River","Innoko"
"Q1664161","MODvalue","name_en","Innoko River","Innoko"
"Q1664161","MODvalue","name_nl","Innoko River","Innoko"
"Q1961991","MODvalue","name_de","Nabesna River","Nabesna"
"Q1961991","MODvalue","name_en","Nabesna River","Nabesna"
"Q1961991","MODvalue","name_nl","Nabesna River","Nabesna"
"Q948529","MODvalue","name_de","Gulkana River","Gulkana"
"Q948529","MODvalue","name_en","Gulkana River","Gulkana"
"Q948529","MODvalue","name_nl","Gulkana River","Gulkana"
"Q1491600","MODvalue","name_de","Gakona River","Gakona"
"Q1491600","MODvalue","name_en","Gakona River","Gakona"
"Q1491600","MODvalue","name_nl","Gakona River","Gakona"
"Q1321280","MODvalue","name_de","Talkeetna River","Talkeetna"
"Q1321280","MODvalue","name_en","Talkeetna River","Talkeetna"
"Q1089418","MODvalue","name_de","Chulitna River","Chulitna"
"Q1089418","MODvalue","name_en","Chulitna River","Chulitna"
"Q1074843","MODvalue","name_de","Chistochina River","Chistochina"
"Q1074843","MODvalue","name_en","Chistochina River","Chistochina"
"Q948529","MODvalue","name_de","Gulkana River","Gulkana"
"Q948529","MODvalue","name_en","Gulkana River","Gulkana"
"Q948529","MODvalue","name_nl","Gulkana River","Gulkana"
"Q612981","MODvalue","name_de","Anvik River","Anvik"
"Q612981","MODvalue","name_en","Anvik River","Anvik"
"Q612981","MODvalue","name_nl","Anvik River","Anvik"
"Q15278162","MODvalue","name_de","Slana River","Slana"
"Q15278162","MODvalue","name_en","Slana River","Slana"
"Q60065","MODvalue","name_de","Susitna River","Susitna"
"Q60065","MODvalue","name_en","Susitna River","Susitna"
"Q3030256","MODvalue","name_de","Dishna River","Dishna"
"Q3030256","MODvalue","name_en","Dishna River","Dishna"
"Q1664161","MODvalue","name_de","Innoko River","Innoko"
"Q1664161","MODvalue","name_en","Innoko River","Innoko"
"Q1664161","MODvalue","name_nl","Innoko River","Innoko"
"Q1184924","MODvalue","name_de","Delta River","Delta"
"Q1184924","MODvalue","name_en","Delta River","Delta"
"Q1664161","MODvalue","name_de","Innoko River","Innoko"
"Q1664161","MODvalue","name_en","Innoko River","Innoko"
"Q1664161","MODvalue","name_nl","Innoko River","Innoko"
"Q1762110","MODvalue","name_de","Tetlin River","Tetlin"
"Q1977371","MODvalue","name_de","Nenana River","Nenana"
"Q1977371","MODvalue","name_en","Nenana River","Nenana"
"Q1977371","MODvalue","name_nl","Nenana River","Nenana"
"Q14680121","MODvalue","name_de","McKinley River","McKinley"
"Q14680121","MODvalue","name_en","McKinley River","McKinley"
"Q14680121","MODvalue","name_fr","McKinley River","McKinley"
"Q14680013","NEWvalue","name_de","","Herron"
"Q14680013","MODvalue","name_en","Herron River","Herron"
"Q1430047","MODvalue","name_de","Nowitna River","Nowitna"
"Q1430047","MODvalue","name_en","Nowitna River","Nowitna"
"Q1430047","MODvalue","name_nl","Nowitna River","Nowitna"
"Q14679986","NEWvalue","name_de","","Foraker"
"Q14679986","MODvalue","name_en","Foraker River","Foraker"
"Q1244433","MODvalue","name_de","Kantishna River","Kantishna"
"Q1244433","MODvalue","name_en","Kantishna River","Kantishna"
"Q1244433","MODvalue","name_nl","Kantishna River","Kantishna"
"Q763999","MODvalue","name_de","Unalakleet River","Unalakleet"
"Q763999","MODvalue","name_en","Unalakleet River","Unalakleet"
"Q1670844","MODvalue","name_de","Teklanika River","Teklanika"
"Q1670844","MODvalue","name_en","Teklanika River","Teklanika"
"Q3110723","MODvalue","name_en","Goodpaster River","Goodpaster"
"Q1439158","MODvalue","name_de","Fortymile River","Fortymile"
"Q1439158","MODvalue","name_en","Fortymile River","Fortymile"
"Q1439158","MODvalue","name_nl","Fortymile River","Fortymile"
"Q1439158","MODvalue","name_pl","Fortymile River","Fortymile"
"Q1439158","MODvalue","name_sv","Fortymile River","Fortymile"
"Q3469654","MODvalue","name_de","Salcha River","Salcha"
"Q3469654","MODvalue","name_en","Salcha River","Salcha"
"Q1977371","MODvalue","name_de","Nenana River","Nenana"
"Q1977371","MODvalue","name_en","Nenana River","Nenana"
"Q1977371","MODvalue","name_nl","Nenana River","Nenana"
"Q1066756","MODvalue","name_de","Charley River","Charley"
"Q1066756","MODvalue","name_en","Charley River","Charley"
"Q1066756","MODvalue","name_nl","Charley River","Charley"
"Q1069837","MODvalue","name_de","Chena River","Chena"
"Q1069837","MODvalue","name_en","Chena River","Chena"
"Q1069837","MODvalue","name_nl","Chena River","Chena"
"Q3530614","MODvalue","name_de","Tolovana River","Tolovana"
"Q3199429","MODvalue","name_en","Koyuk River","Koyuk"
"Q3199429","MODvalue","name_nl","Koyuk River","Koyuk"
"Q2961511","MODvalue","name_de","Chatanika River","Chatanika"
"Q2961511","MODvalue","name_en","Chatanika River","Chatanika"
"Q2961511","MODvalue","name_nl","Chatanika River","Chatanika"
"Q1794782","MODvalue","name_de","Kuzitrin River","Kuzitrin"
"Q1794782","MODvalue","name_en","Kuzitrin River","Kuzitrin"
"Q1794782","MODvalue","name_nl","Kuzitrin River","Kuzitrin"
"Q1794782","MODvalue","name_de","Kuzitrin River","Kuzitrin"
"Q1794782","MODvalue","name_en","Kuzitrin River","Kuzitrin"
"Q1794782","MODvalue","name_nl","Kuzitrin River","Kuzitrin"
"Q1966848","MODvalue","name_de","Nation River","Nation"
"Q1966848","MODvalue","name_en","Nation River","Nation"
"Q1623353","MODvalue","name_de","Hogatza River","Hogatza"
"Q1623353","MODvalue","name_en","Hogatza River","Hogatza"
"Q1623353","MODvalue","name_nl","Hogatza River","Hogatza"
"Q968475","MODvalue","name_de","Black River","Black"
"Q968475","MODvalue","name_en","Black River","Black"
"Q968475","MODvalue","name_nl","Black River","Black"
"Q1622755","MODvalue","name_de","Hodzana River","Hodzana"
"Q1622755","MODvalue","name_en","Hodzana River","Hodzana"
"Q1622755","MODvalue","name_nl","Hodzana River","Hodzana"
"Q686347","MODvalue","name_de","Selawik River","Selawik"
"Q686347","MODvalue","name_en","Selawik River","Selawik"
"Q686347","MODvalue","name_nl","Selawik River","Selawik"
"Q968475","MODvalue","name_de","Black River","Black"
"Q968475","MODvalue","name_en","Black River","Black"
"Q968475","MODvalue","name_nl","Black River","Black"
"Q826196","MODvalue","name_de","Alatna River","Alatna"
"Q826196","MODvalue","name_en","Alatna River","Alatna"
"Q826196","MODvalue","name_nl","Alatna River","Alatna"
"Q955645","MODvalue","name_de","Chandalar River","Chandalar"
"Q955645","MODvalue","name_en","Chandalar River","Chandalar"
"Q955645","MODvalue","name_nl","Chandalar River","Chandalar"
"Q686347","MODvalue","name_de","Selawik River","Selawik"
"Q686347","MODvalue","name_en","Selawik River","Selawik"
"Q686347","MODvalue","name_nl","Selawik River","Selawik"
"Q2277693","MODvalue","name_de","Sheenjek River","Sheenjek"
"Q2277693","MODvalue","name_en","Sheenjek River","Sheenjek"
"Q2277693","MODvalue","name_nl","Sheenjek River","Sheenjek"
"Q932937","MODvalue","name_de","John River","John"
"Q932937","MODvalue","name_en","John River","John"
"Q932937","MODvalue","name_nl","John River","John"
"Q2315080","MODvalue","name_de","Squirrel River","Squirrel"
